key,smiles,activity10
QDKUSZZMIFQVPN-UHFFFAOYSA-N,Oc1ccc(C2CNCc3sccc32)cc1O,0.2079207920792079
VEORPZCZECFIRK-UHFFFAOYSA-N,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0.29455445544554454
BYGXICRJQZKUPA-UHFFFAOYSA-N,NC(=O)CNCCC(c1ccccc1)c1ccccc1,0.4995874587458745
ACIMRXKJKQGBGL-UHFFFAOYSA-N,NCCNS(=O)(=O)c1cccc2c(Cl)cccc12,0.5346534653465347
MQNYRKWJSMQECI-QFIPXVFZSA-N,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.4224422442244225
AKXCFAYOTIEFOH-XTNAHFASSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/NC(=O)c2ccccc2)CC[C@@]3(O)[C@H]1C5,0.37830033003300323
TUCIOBMMDDOEMM-RIYZIHGNSA-N,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,0.17326732673267325
AAALVYBICLMAMA-UHFFFAOYSA-N,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,0.46782178217821785
AGKRHAILCPYNFH-DUQSFWPASA-N,CCCCCCCCCCC/C=C\C(C)(C)/C=C\CCCC(=O)O,0.4381188118811881
AFZSMODLJJCVPP-UHFFFAOYSA-N,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,0.39603960396039606
LCFVJGUPQDGYKZ-UHFFFAOYSA-N,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.7541254125412542
GFIPROCAVXFHHK-VOTSOKGWSA-N,Cc1ccccc1/C=C/C1=NCCN1,0.23762376237623759
YNNUSGIPVFPVBX-UHFFFAOYSA-N,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.9603960396039604
WZUVPPKBWHMQCE-CJNGLKHVSA-N,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,0.20297029702970298
AOOSJYIINXVNHV-UHFFFAOYSA-N,CCCCN1CCC(COC(=O)c2cc(Cl)c(N)c3c2OCCO3)CC1,0.7029702970297029
BYUCSFWXCMTYOI-ZRDIBKRKSA-N,O=C1O/C(=C/Br)CCC1c1cccc2ccccc12,0.7821782178217822
VMMDOCYDNRLESP-UHFFFAOYSA-N,CC(=O)Nc1ccc(C(=O)CCl)cc1,0.07838283828382839
PCTRYMLLRKWXGF-UHFFFAOYSA-N,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,0.5354785478547854
GPAPPPVRLPGFEQ-UHFFFAOYSA-N,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.9174917491749174
DRCMAZOSEIMCHM-UHFFFAOYSA-N,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,0.5420792079207921
LSIKFJXEYJIZNB-UHFFFAOYSA-N,O=[N+]([O-])c1c2ccccc2cc2ccccc12,0.7367986798679869
FFUBTEITUNMMOK-NXVVXOECSA-N,C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,0.4900990099009901
UAIYNMRLUHHRMF-AATRIKPKSA-N,CC(/C=C/c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O,0.3094059405940594
AQHHHDLHHXJYJD-CQSZACIVSA-N,CC(C)NC[C@@H](O)COc1cccc2ccccc12,0.4584158415841583
YFCDLVPYFMHRQZ-UHFFFAOYSA-N,O=NN(CCO)CCO,0.14655822725129658
QJQORSLQNXDVGE-UHFFFAOYSA-N,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,0.33910891089108913
XQLWNAFCTODIRK-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,0.9851485148514851
WFLHEXUTTRRXFJ-UHFFFAOYSA-N,CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1,0.7599009900990099
DXDRHHKMWQZJHT-FPYGCLRLSA-N,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,0.15841584158415842
IUMQXQJZIHWLIN-HSZRJFAPSA-N,COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,0.3294554455445544
SMANXXCATUTDDT-QPJJXVBHSA-N,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0.9554455445544554
FRCCEHPWNOQAEU-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.3056930693069307
RTHCYVBBDHJXIQ-INIZCTEOSA-N,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.0
UAKWLVYMKBWHMX-PTNGSMBKSA-N,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,0.6683168316831684
JUUFBMODXQKSTD-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,0.34918670438472416
HXCNRYXBZNHDNE-UHFFFAOYSA-N,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,0.6783828382838283
GOMAKLPNAAZVCJ-UHFFFAOYSA-N,CCOC(=O)C1OC1c1ccccc1,0.25413719943422913
SMEROWZSTRWXGI-HVATVPOCSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.3378712871287129
UTGQNNCQYDRXCH-UHFFFAOYSA-N,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0.7846534653465347
JNRLEMMIVRBKJE-UHFFFAOYSA-N,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,0.8696369636963698
ZZJYIKPMDIWRSN-HWBMXIPRSA-N,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,0.6089108910891089
CTKNMSVWMRRCPW-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)[n+]2ccn(CC(OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,0.9400990099009902
AAFXQFIGKBLKMC-KQQUZDAGSA-N,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1,0.09075907590759075
XRZYELWZLNAXGE-KPKJPENVSA-N,CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O,0.25248703441772746
BXIXXXYDDJVHDL-UHFFFAOYSA-N,Nc1ccc(Cl)cc1N,0.2146864686468647
BFNCJMURTMZBTE-UHFFFAOYSA-N,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,0.6031353135313531
QDERNBXNXJCIQK-UHFFFAOYSA-N,CCN(c1nc(N)c(C(=O)NC(=N)N)nc1Cl)C(C)C,0.25330033003300334
KNADXBVKFAUMCR-UHFFFAOYSA-N,CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,0.7376237623762376
KEQFTVQCIQJIQW-UHFFFAOYSA-N,c1ccc(Nc2ccc3ccccc3c2)cc1,0.7180693069306929
GUUHFMWKWLOQMM-NTCAYCPXSA-N,CCCCCC/C(C=O)=C\c1ccccc1,0.5251650165016502
QNGVNLMMEQUVQK-UHFFFAOYSA-N,CCN(CC)c1ccc(N)cc1,0.2971947194719472
MTBYTWZDRVOMBR-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,0.29158415841584157
HTHGAIADRJRJOY-SNVBAGLBSA-N,Brc1ccc([C@H]2CN3CCSC3=N2)cc1,0.3032178217821782
XQVWYOYUZDUNRW-UHFFFAOYSA-N,c1ccc(Nc2cccc3ccccc23)cc1,0.7180693069306929
MBMQEIFVQACCCH-QBODLPLBSA-N,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,0.32425742574257427
LHHGDZSESBACKH-UHFFFAOYSA-N,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.09163916391639162
PXWNBAGCFUDYBE-UHFFFAOYSA-N,Nc1ccccc1C(=O)OCCc1ccccc1,0.5541254125412541
ZZMVLMVFYMGSMY-UHFFFAOYSA-N,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,0.7673267326732673
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,0.5886138613861387
VADSDVGLFDVIMG-UHFFFAOYSA-N,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0.9702970297029703
SPSSDDOTEZKOOV-UHFFFAOYSA-N,Clc1nc2ccccc2nc1Cl,0.30445544554455445
HZEVDVGPBUFIAW-JKHIJQBDSA-N,CCCCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,0.8923267326732673
ISEHJSHTIVKELA-UHFFFAOYSA-N,CC(C)NC(C)Cc1ccc(I)cc1,0.3618576143328619
RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.1975247524752475
JPIYZTWMUGTEHX-UHFFFAOYSA-N,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0.5576732673267326
BXCBUWKTXLWPSB-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1CCl,0.18811881188118812
RVFIAQAAZUEPPE-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1,0.5989686468646864
YKYOQIXTECBVBB-AWEZNQCLSA-N,CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2,0.2893564356435644
XWHHYOYVRVGJJY-QMMMGPOBSA-N,N[C@@H](Cc1ccc(F)cc1)C(=O)O,0.16336633663366337
KEECCEWTUVWFCV-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0.06435643564356436
PDMUULPVBYQBBK-UHFFFAOYSA-N,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,0.7310231023102312
YONZEVQTIYSTAP-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(N)C(C)C,0.16600660066006603
WSLTYZVXORBNLB-UHFFFAOYSA-N,Ic1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0.8094059405940595
NCYCYZXNIZJOKI-HWCYFHEPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,0.2396039603960396
XGWATTXMMMANFJ-UHFFFAOYSA-N,CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.24125412541254126
LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.4320957095709571
UMPSXRYVXUPCOS-UHFFFAOYSA-N,Oc1cccc(Cl)c1Cl,0.21221122112211221
UVYVLBIGDKGWPX-XJVHMSFUSA-N,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.5070957095709571
VGEREEWJJVICBM-UHFFFAOYSA-N,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0.2957920792079208
PEWVMQDYYUSPRM-UHFFFAOYSA-N,c1ccc2c(c1)[IH]c1ccccc1-2,0.6864686468646864
YXOLAZRVSSWPPT-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0.0297029702970297
LXFHSCDLMBZYKY-UHFFFAOYSA-N,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,0.6076732673267327
GZQHTWYWDSMEAW-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1,0.5198019801980198
ZQTVCQIJTREKSP-UHFFFAOYSA-N,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0.6173385195662424
VUWXAQFLTSBUDB-UHFFFAOYSA-N,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12,0.7727015558698728
IWRVPXDHSLTIOC-NXVVXOECSA-N,Nc1ccc(/N=N\c2ccccc2)c(N)c1,0.37417491749174914
UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.6617161716171617
IAKOZHOLGAGEJT-UHFFFAOYSA-N,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.7965346534653466
LOGJQOUIVKBFGH-YBEGLDIGSA-N,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,0.33993399339933994
RINPELQWLUGERM-UHFFFAOYSA-N,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1,0.5433168316831684
KXDROGADUISDGY-UHFFFAOYSA-N,N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1,0.2211221122112211
BLGXFZZNTVWLAY-DIRVCLHFSA-N,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O,0.3927392739273927
VFLDPWHFBUODDF-FCXRPNKRSA-N,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.7607260726072607
SUAUILGSCPYJCS-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0.24455445544554455
HWKROQUZSKPIKQ-MRXNPFEDSA-N,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,0.3943894389438944
LYIXDMRSDTZYCF-NYYWCZLTSA-N,COc1ccc(NC(=O)/C=C/c2ccc(Cl)cc2)cc1,0.4034653465346535
DEYFWGXTPWNADC-UHFFFAOYSA-N,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,0.7834158415841584
MXYUKLILVYORSK-HBMCJLEFSA-N,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,0.8118811881188119
XJCLWVXTCRQIDI-UHFFFAOYSA-N,C=C(Cl)CSC(=S)N(CC)CC,0.1955917020273456
XXUNIGZDNWWYED-UHFFFAOYSA-N,Cc1ccccc1C(N)=O,0.04455445544554455
JCSGFHVFHSKIJH-UHFFFAOYSA-N,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,0.6485148514851485
NCYCYZXNIZJOKI-OVSJKPMPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,0.2396039603960396
MZOPWQKISXCCTP-UHFFFAOYSA-N,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,0.31996699669966994
YBQZXXMEJHZYMB-UHFFFAOYSA-N,c1ccc(NNc2ccccc2)cc1,0.3572607260726072
ANUSOIHIIPAHJV-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,0.5924092409240924
BLYMJBIZMIGWFK-OAHLLOKOSA-N,CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,0.4401815181518152
OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,0.2829207920792079
JJAWGNIQEOFURP-UHFFFAOYSA-N,O=c1ccc2c(OCCCCc3ccccc3)c3ccoc3cc2o1,0.9504950495049505
ALFGDCNSEBJYSP-UHFFFAOYSA-N,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.4451320132013202
QDYTUZCWBJRHKK-UHFFFAOYSA-N,OCc1c[nH]cn1,0.06410891089108911
BDNKZNFMNDZQMI-UHFFFAOYSA-N,CC(C)N=C=NC(C)C,0.15676567656765678
