smiles,Standardized_SMILES
CC[C@@]1(O)C(=O)OCC2=C1C=C1N(C2=O)CC2=C1N=C1C=CC(OC)=CC1=C2C1CCCC1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)cc1c2C1CCCC1
CCOC1=CC=C2N=C(NC(=O)C(=O)C(C(=O)C3=CC=CC=C3F)C3OC(=O)C4=CC=CC=C34)SC2=C1,CCOc1ccc2nc(NC(=O)C(=O)C(C(=O)c3ccccc3F)C3OC(=O)c4ccccc43)sc2c1
CCC1=CC=C(I)C(CC)=C1NC(=O)CN(CC(=O)O)CC(=O)O,CCc1ccc(I)c(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O
CO[C@H]1CN(C)C(=O)C2=CC=C(NC(=O)C3CC3)C=C2OC[C@H](C)N(C(=O)C2=CC=CC=N2)C[C@H]1C,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@H](C)N(C(=O)c2ccccn2)C[C@H]1C
CC1=C(Cl)C=CC=C1NC(=O)C1=CC(NC(=O)C2=CC=CC=C2C(F)(F)F)=CC2=C1N=C(C1CCCC1)N2,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(C3CCCC3)nc12
CC(C)NS(=O)(=O)C1=CC=C(OCC(=O)NC2=CC=CC=C2F)C=C1,CC(C)NS(=O)(=O)c1ccc(OCC(=O)Nc2ccccc2F)cc1
CC1=NN(C2=CC=C(C(=O)O)C=C2)C(=O)CC1,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)CC1
CC(NC(=O)C1=CC=C(S(N)(=O)=O)C=C1)C(=O)O,CC(NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O
COC(=O)[C@@]12CCCN1[C@H](C1=CC=C(SC3CCCCC3)C=C1)[C@H]1C(=O)N(C)C(=O)[C@@H]21,COC(=O)[C@@]12CCCN1[C@H](c1ccc(SC3CCCCC3)cc1)[C@H]1C(=O)N(C)C(=O)[C@H]12
O=C(C1=CC=CC=C1)N1CCN(S(=O)(=O)C2=CC=CS2)CC1,O=C(c1ccccc1)N1CCN(S(=O)(=O)c2cccs2)CC1
CCCN(CCN1CCN(C2=CC=CC=N2)CC1)C1CCC2=CC=C(O)C=C2C1,CCCN(CCN1CCN(c2ccccn2)CC1)C1CCc2ccc(O)cc2C1
CCCCNC(=O)CC(O)C(CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CN1CCC(C(N)=O)(C2=CC=CC=C2)CC1)[C@@H](C)CC,CCCCNC(=O)CC(O)C(Cc1ccccc1)NC(=O)[C@@H](NC(=O)CN1CCC(C(N)=O)(c2ccccc2)CC1)[C@@H](C)CC
COC1=CC=CC(C2=CC(O)=C3C(=C2)CN(C(=O)C2CC2)CCO3)=C1,COc1cccc(-c2cc(O)c3c(c2)CN(C(=O)C2CC2)CCO3)c1
O=C(O)C(=O)C1CC2=CC=C([N+](=O)[O-])C=C2CN1S(=O)(=O)C1=CC=C(C2=CC=C(F)C=C2)C=C1,O=C(O)C(=O)C1Cc2ccc([N+](=O)[O-])cc2CN1S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1
C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)CC[C@]34C)[C@@H]1CC[C@@H](N1C=NC3=C(N(CCO)CCO)N=C(Cl)N=C13)O2,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(N(CCO)CCO)nc(Cl)nc43)CC[C@@H]12
CC1=NOC(C)=C1CN1CCO[C@H]2CN(CC3=CN(C)N=C3)C[C@@H]12,Cc1noc(C)c1CN1CCO[C@H]2CN(Cc3cnn(C)c3)C[C@H]21
CN1C(C2=CC=C(Cl)C=N2)=C(C2CCCC2)C2=CC=C(C(=O)NC(C)(C)C(=O)NC3=CC=C(/C=C/C(=O)O)C=C3)C=C12,Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21
N[C@@H](CS)CC1=CC=CC=C1,N[C@@H](CS)Cc1ccccc1
CN(C)C1=CC(C2=C(CC(=O)O)SC(C(C3=CC=C(F)C=C3)C3=CC=C(F)C=C3)=N2)=CC=N1,CN(C)c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1
C/C(=N\NC(N)=S)C1=CC=CC(N)=C1,C/C(=N\NC(N)=S)c1cccc(N)c1
CC1=NC2=CC=C(NC(=O)C3=CC=CS3)C=C2S1,Cc1nc2ccc(NC(=O)c3cccs3)cc2s1
COC1=CC=CC=C1CNC(=O)C1=CC=C(OCC2CCCO2)C=C1,COc1ccccc1CNC(=O)c1ccc(OCC2CCCO2)cc1
N#C[C@@H]1CCCN1C(=O)CNC(=O)C1=CC=NC2=CC=CC(Br)=C12,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2cccc(Br)c12
CC1CCC2=C(SC=C2C(=O)NC2=C(F)C=C(F)C=C2Br)C1,CC1CCc2c(C(=O)Nc3c(F)cc(F)cc3Br)csc2C1
CC1=CC=CC(NS(=O)(=O)C2=CC=C(C(=O)N3CCC3)C=C2)=C1C,Cc1cccc(NS(=O)(=O)c2ccc(C(=O)N3CCC3)cc2)c1C
CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=C3C=CC(OC)=CC3=C2)C(C(=O)O)C1,CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)c2ccc3ccc(OC)cc3c2)C(C(=O)O)C1
C/C(=N\NC(=O)C1=CC=CN=C1)C1=CC=C(N2C(C)=CC=C2C)C=C1,C/C(=N\NC(=O)c1cccnc1)c1ccc(-n2c(C)ccc2C)cc1
O=C(NCC=C(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(Cl)C=C1,O=C(NCC=C(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1
C=CCOC(=O)C1=CC=C(S(N)(=O)=O)C=C1,C=CCOC(=O)c1ccc(S(N)(=O)=O)cc1
NC(=S)N1N=C(C2=CC=CC=C2O)CC1C1=CC=C(O)C=C1,NC(=S)N1N=C(c2ccccc2O)CC1c1ccc(O)cc1
CCCC(=O)N1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1,CCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
CCOP(=O)(CC1=CC=CC=C1NC(=O)[C@H]1CC2=CC3=C(C=C2C(=O)[C@H](C)S1)OCO3)OCC,CCOP(=O)(Cc1ccccc1NC(=O)[C@H]1Cc2cc3c(cc2C(=O)[C@H](C)S1)OCO3)OCC
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(OS(=O)(=O)O)=CC=C1OS(=O)(=O)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(OS(=O)(=O)O)ccc1OS(=O)(=O)O
COC1=CC=C2C(=C1)C(/C=C1\OC3=CC(O)=CC(O)=C3C1=O)=C(C)N2CCN1CCN(C)CC1,COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)c(C)n2CCN1CCN(C)CC1
CN1C(SCC(=O)NC2=CC=CC=C2Br)=NN=C1C1=CN=CC=N1,Cn1c(SCC(=O)Nc2ccccc2Br)nnc1-c1cnccn1
O=S(=O)(NCC1=CC=C(Cl)C=C1)C1=CC(Cl)=C(OC2=CC=CC(N3CCNCC3)=C2)S1,O=S(=O)(NCc1ccc(Cl)cc1)c1cc(Cl)c(Oc2cccc(N3CCNCC3)c2)s1
O=C(CN1CCOCC1)NNC1=NC(C2=CC=CC=C2)=C2C=C(Br)C=CC2=N1,O=C(CN1CCOCC1)NNc1nc(-c2ccccc2)c2cc(Br)ccc2n1
COC1=CC=C(C2=NN(CCCO)C(=O)C3CCCCC23)C=C1OC,COc1ccc(C2=NN(CCCO)C(=O)C3CCCCC23)cc1OC
Br.COC(=O)CN1C(=N)N(CCN2CCCCC2)C2=CC=CC=C12,COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21
OC1=CC=C(CC2CCN(CCC#CC3=CC=CC=C3)CC2)C=C1,Oc1ccc(CC2CCN(CCC#Cc3ccccc3)CC2)cc1
COCCN1C(=O)C(C2=CN(C)C3=CC=CC=C23)=NC2=CN=C(OC3=CC=CC(Cl)=C3)N=C12,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cnc(Oc3cccc(Cl)c3)nc21
COC1=CC=C(/C=C/C(=O)C2=CC=CC=C2O)C=C1,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1
COC1=CC(C2CC(C3=CC(OC)=C(OC)C(OC)=C3)=NN2C)=CC=C1O,COc1cc(C2CC(c3cc(OC)c(OC)c(OC)c3)=NN2C)ccc1O
CC1(C)OCC2=C(NC3=NNC4=C(Cl)C=CC=C34)N=C(C3=C(C(F)F)NN=C3)N=C12,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3C(F)F)nc21
CN1C(CC2=CC=CC=C2)=NC(=O)C2=CC=CC=C12,Cn1c(Cc2ccccc2)nc(=O)c2ccccc21
CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC([N+](=O)[O-])=C1,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
O=C1N=CC=CN1[C@H]1[C@H](O)[C@H](O)[C@@]2(CO)C[C@H]12,O=c1ncccn1[C@H]1[C@H](O)[C@H](O)[C@@]2(CO)C[C@H]12
CCC1=NC=CN1CC(=O)C1=CC=C(C2=CC=C(N3C[C@H](CN4C=CN=N4)OC3=O)C=C2F)C=N1,CCc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1
O=C(N/N=C/C1=CC=CC=N1)C1=CC(C2=CC=NC=C2)=NC2=CC=CC=C12,O=C(N/N=C/c1ccccn1)c1cc(-c2ccncc2)nc2ccccc12
CN(C)CCCN1C(=O)[C@H](CC2=CC=CC=C2)N(CC2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)C1=S,CN(C)CCCN1C(=O)[C@H](Cc2ccccc2)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=S
CCC(CC1=CC=CC=C1)NC(=O)CN1N=C(C)N2C(=CC3=C2C=CO3)C1=O,CCC(Cc1ccccc1)NC(=O)Cn1nc(C)n2c(cc3occc32)c1=O
CC1=CC=C(/C=N/NC(=O)CCN2CCN(C3=CC=NC4=CC(Cl)=CC=C34)CC2)C=C1,Cc1ccc(/C=N/NC(=O)CCN2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1
CC1=NC2=CC=C(Cl)C=C2C(C2=CC=C(Cl)C=C2)N1CCN1CCCCC1,CC1=Nc2ccc(Cl)cc2C(c2ccc(Cl)cc2)N1CCN1CCCCC1
O=C1C2C3C=CC(C3)C2C(=O)N1CCNC1=C2C(=NC3=CC=CC=C13)C=CC=C2,O=C1C2C3C=CC(C3)C2C(=O)N1CCNc1c2ccccc2nc2ccccc12
CN(C)C[C@H]1CCN2C(=C(C3=C(NC4=CC=CC=C4)C(=O)NC3=O)C3=CC=CC=C23)C1,CN(C)C[C@H]1CCn2c(c(C3=C(Nc4ccccc4)C(=O)NC3=O)c3ccccc32)C1
O=C(N[C@H](CC1=CNC2=CC=CC=C12)C(=O)NC1=CC=NC=C1)C1=CC=C(N2CCN(C3=CC=CC(C(F)(F)F)=C3)CC2)C=C1F,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1F
CSC1=NC=C(Cl)C(C(=O)NC2=C(C(=O)C3=CC=C(Cl)C=C3)OC3=CC=CC=C23)=N1,CSc1ncc(Cl)c(C(=O)Nc2c(C(=O)c3ccc(Cl)cc3)oc3ccccc23)n1
O=C(/C=C/C1=CC=CC=C1Cl)[C@@H]1[C@@H](C2=CC=CC=C2Cl)[C@@H]2CSCN2C12C(=O)NC1=CC=CC=C21,O=C(/C=C/c1ccccc1Cl)[C@@H]1[C@@H](c2ccccc2Cl)[C@@H]2CSCN2C12C(=O)Nc1ccccc12
CS(=O)(=O)C1=CC=C(C2=C3C(=C(C4=CC=C(S(C)(=O)=O)C=C4)N2)C2CCC3C2)C=C1,CS(=O)(=O)c1ccc(-c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c3c2C2CCC3C2)cc1
CC(C)(C)C1=CC=C(CN(CC2=CC=CC3=CC=CC=C23)N2C=NN=C2)C=C1,CC(C)(C)c1ccc(CN(Cc2cccc3ccccc23)n2cnnc2)cc1
NC1=NC2=CC3=C(NC(NCCC4=CC=C(C(=O)O)C=C4)=N3)C=C2C(=O)N1,Nc1nc2cc3nc(NCCc4ccc(C(=O)O)cc4)[nH]c3cc2c(=O)[nH]1
CCOC(=O)C1=NOC2(C1)C(=O)NC1=CC=C(OC(F)(F)F)C=C21,CCOC(=O)C1=NOC2(C1)C(=O)Nc1ccc(OC(F)(F)F)cc12
O=C1NC2=CC=CC=C2/C1=N\NC(=O)C1=CC=CN=C1,O=C1Nc2ccccc2/C1=N\NC(=O)c1cccnc1
CC(O)(COC1=CC=C(F)C=C1F)C(=O)NC1=CC=C(C#N)C=C1C(F)(F)F,CC(O)(COc1ccc(F)cc1F)C(=O)Nc1ccc(C#N)cc1C(F)(F)F
CC(CNC(=O)C1=CC=CC=C1)(CNC(=O)C1=CC=CC=C1)[N+](=O)[O-],CC(CNC(=O)c1ccccc1)(CNC(=O)c1ccccc1)[N+](=O)[O-]
CC1=CC=C(N2C=CN3C(SC(C)C(=O)NC4=CC=C5C(=C4)OCCO5)=NN=C3C2=O)C=C1C,Cc1ccc(-n2ccn3c(SC(C)C(=O)Nc4ccc5c(c4)OCCO5)nnc3c2=O)cc1C
NC1=NN2C(=N1)NC(C1CC1)=C(CC1=CC=C(Cl)C(Cl)=C1)C2=O,Nc1nc2[nH]c(C3CC3)c(Cc3ccc(Cl)c(Cl)c3)c(=O)n2n1
CCCN(CCC)C1=CC(C)=NC2=C(C3=NC=C(N=O)C=C3C)C(C)=NN12,CCCN(CCC)c1cc(C)nc2c(-c3ncc(N=O)cc3C)c(C)nn12
CC1(C)OC2=C(SC(C#N)=C2)[C@@H](N2CCCC2=O)[C@@H]1O,CC1(C)Oc2cc(C#N)sc2[C@@H](N2CCCC2=O)[C@@H]1O
O=C1NC2=CC=CC=C2/C1=C\C(=O)C1=CC=CC(Cl)=C1,O=C1Nc2ccccc2/C1=C\C(=O)c1cccc(Cl)c1
NCCC[Se](=O)O,
O=C(CCC(=O)N1CCN(S(=O)(=O)C2=CC=C(Cl)C=C2)CC1)NC1=CC=C2C=CC=CC2=C1,O=C(CCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)Nc1ccc2ccccc2c1
COC1=CC=C(/N=C2C(=N/C3=CC=C(OC)C=C3)/N(C3=CC=CC=C3)C(=S)N/2N=C=C2SC3=CC=CC=C3N2C)C=C1,COc1ccc(/N=C2C(=N/c3ccc(OC)cc3)/N(c3ccccc3)C(=S)N/2N=C=C2Sc3ccccc3N2C)cc1
O=C(CCN1C(=O)C2=CC=CC3=CC=CC(=C23)C1=O)NCC1=CC=CN=C1,O=C(CCN1C(=O)c2cccc3cccc(c23)C1=O)NCc1cccnc1
CCCCNC(=O)CSC1=NC2=CC3=C(C=C2C(=O)N1CC1=CC=CO1)OCO3,CCCCNC(=O)CSc1nc2cc3c(cc2c(=O)n1Cc1ccco1)OCO3
COC(=O)[C@@]1(C)[C@H]2C(=O)N(C)C(=O)[C@H]2[C@H]2CN=C(SCC3=CC=C(C)C=C3)N12,COC(=O)[C@@]1(C)[C@H]2C(=O)N(C)C(=O)[C@H]2[C@H]2CN=C(SCc3ccc(C)cc3)N21
C=CCNC(=O)C(C)(C(C)C)N(C(=O)C1=CC=CN=C1)C1CC1,C=CCNC(=O)C(C)(C(C)C)N(C(=O)c1cccnc1)C1CC1
OC1=NC=C(OC2=CC=CC(C(F)(F)F)=C2)C=N1,O=c1ncc(Oc2cccc(C(F)(F)F)c2)c[nH]1
COC1=CC=CC=C1NC(=O)CSC1=NN=CN1N,COc1ccccc1NC(=O)CSc1nncn1N
CCOCCN1CCN(CC2=CN(C)N=C2)CC1C,CCOCCN1CCN(Cc2cnn(C)c2)CC1C
N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2=CC(=CC=C2)NC1=O,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)c2cccc(c2)NC1=O
CC#CCOC1=CC=C(S(=O)(=O)CC2(C(=O)NO)CCCN(S(=O)(=O)CC3=CC=NC=C3)C2)C=C1,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCCN(S(=O)(=O)Cc3ccncc3)C2)cc1
COC1=CC(/C=C\C2=CC=CC3=C2OC(=O)N3C)=CC(OC)=C1,COc1cc(/C=C\c2cccc3c2oc(=O)n3C)cc(OC)c1
CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)C1=CSC(N)=N1)C1=CC(=O)C(O)=CN1O,CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O
O=C(CN1CCNCC1)NCC1=CC=C2SC=CC2=C1,O=C(CN1CCNCC1)NCc1ccc2sccc2c1
CC1=CC(C)=NC(NC(=O)NS(=O)(=O)OC2=CC=CC=C2C(=O)OC2=CC=CC=C2)=N1,Cc1cc(C)nc(NC(=O)NS(=O)(=O)Oc2ccccc2C(=O)Oc2ccccc2)n1
O=C(O)C1CCN(C2=NC(C3=CC=C(Br)C=C3)=CS2)CC1,O=C(O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
CO/C(O)=C/C1=NCCNC1=O,COC(=O)CC1=NCCNC1=O
COC(=O)C1=CC2=CC=C3C(=C2C(C2=CC=C4C(=C2)OCO4)=C1C(=O)OC)OCO3,COC(=O)c1cc2ccc3c(c2c(-c2ccc4c(c2)OCO4)c1C(=O)OC)OCO3
S=C(NCCN1CCOCC1)NC1=CC=C2N=CN=C(NC3=CC=C(Cl)C=C3)C2=C1,S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1
CCN(CC)C1=CC=C(CN2CCC(C(=O)NCC3=CC=C(C)C=C3)CC2)C=C1.O=C(O)C(=O)O,CCN(CC)c1ccc(CN2CCC(C(=O)NCc3ccc(C)cc3)CC2)cc1
O=C(COC(=O)CN1C(=O)NC2(CCCCC2)C1=O)NC1=CC(F)=CC=C1F,O=C(COC(=O)CN1C(=O)NC2(CCCCC2)C1=O)Nc1cc(F)ccc1F
O=C(OCC1=CC=CS1)C1=CC2=C(O1)C(=O)C1=CC=CC=C1C2=O,O=C(OCc1cccs1)c1cc2c(o1)C(=O)c1ccccc1C2=O
COC(=O)CCC1=CC=C(C)C=C1,COC(=O)CCc1ccc(C)cc1
COC1=CC=C(CN2C(NCCNC(=N)N)=NC(=O)N(CCC3=CC=CC=C3)C2=O)C=C1,COc1ccc(Cn2c(NCCNC(=N)N)nc(=O)n(CCc3ccccc3)c2=O)cc1
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)CC(C(=O)CC)=NN1,CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)CC(C(=O)CC)=NN1
C[C@H]1COCCN1C1=NC(N2CCOC[C@@H]2C)=C2N=C(C3=CC=C(C4=NC=CN4)C=C3)NC2=N1,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2nc(-c3ccc(-c4ncc[nH]4)cc3)[nH]c2n1
O=C(NC1=CC=C(OC(F)(F)F)C=C1)NC1COC2=CC=CC=C2C1,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1COc2ccccc2C1
CC1=CC(C)=NC(NC(=S)N2CCN(C3=CC=C4C=CC=CC4=C3)CC2)=C1,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc4ccccc4c3)CC2)c1
CC1=NN=C(SC(C)C(=O)NC2=NC=CS2)S1,Cc1nnc(SC(C)C(=O)Nc2nccs2)s1
NC1=C(C2=NC3=CC=CC=C3S2)C(=O)CN1NC(=O)C1=CNC2=CC=CC=C12,NC1=C(c2nc3ccccc3s2)C(=O)CN1NC(=O)c1c[nH]c2ccccc12
C/C(C#N)=C\C1=CC=C(C)C=C1Cl,C/C(C#N)=C\c1ccc(C)cc1Cl
COC1=CC=C(CC(/C(=N/OCCCCC(=O)O)C2CCCCC2)N2C=CN=C2)C=C1,COc1ccc(CC(/C(=N/OCCCCC(=O)O)C2CCCCC2)n2ccnc2)cc1
O=C1NC2=CC=C(Cl)C=C2/C1=N/N=C/C1=CC=C(O)C(O)=C1,O=C1Nc2ccc(Cl)cc2/C1=N/N=C/c1ccc(O)c(O)c1
CC1=NC(NC2=NC(O)=CC(CSC3=CC=C(Cl)C=C3)=N2)=NC2=CC=CC=C12,Cc1nc(Nc2nc(CSc3ccc(Cl)cc3)cc(=O)[nH]2)nc2ccccc12
COC(=O)/C=C/OC[C@H]1OCCC[C@H]1O[Si](C)(C)C(C)(C)C,
C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C
C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@]12C)[C@@]1(C)C[C@@H](O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]1CC3)C(C)C,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@@]21C)[C@@]1(C)C[C@@H](O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]1CC3)C(C)C
CO[C@]1(C2=CC(F)=CC(SC3=CC=C(/C(C)=N/O)C=C3)=C2)CCO[C@@H](C)C1,CO[C@]1(c2cc(F)cc(Sc3ccc(/C(C)=N/O)cc3)c2)CCO[C@@H](C)C1
CC1=C(C2=CC=NN2)SC2=C(N[C@@H]3CCNC3)N=C(C3=CC=NC=C3)N=C12,Cc1c(-c2ccn[nH]2)sc2c(N[C@@H]3CCNC3)nc(-c3ccncc3)nc12
CCC1C(=O)N2C=CSC2=[N+](CC2=CC=C(Cl)C=C2)C1=O,CCC1C(=O)N2C=CSC2=[N+](Cc2ccc(Cl)cc2)C1=O
COC1=CC2=C(C(C3=CC=CC(C4=CC=CC=N4)=C3)=C(C3=CC=CS3)C(=O)N2)C=C1OC,COc1cc2[nH]c(=O)c(-c3cccs3)c(-c3cccc(-c4ccccn4)c3)c2cc1OC
COC1=CC=C(N2C(=O)CC(SC(=N)N/N=C(\C)C3=CC=CS3)C2=O)C=C1,COc1ccc(N2C(=O)CC(SC(=N)N/N=C(\C)c3cccs3)C2=O)cc1
O=C1NC2=C(C(C3CCN(C4=CN=C(C(F)(F)F)C=N4)CC3)=NN2)C(O)(C(F)(F)F)C1O,O=C1Nc2[nH]nc(C3CCN(c4cnc(C(F)(F)F)cn4)CC3)c2C(O)(C(F)(F)F)C1O
O=C(C1=CC=CC(C2=CC=CC=C2F)=C1)N1CCC2=C(NC3=CC=CC=C23)C1,O=C(c1cccc(-c2ccccc2F)c1)N1CCc2c([nH]c3ccccc23)C1
N=C(N)N1CCC[C@H]1C1=NC(C2=CC=C3C=C(OCC(=O)C4=CC=C(C(F)(F)F)C=C4)C=CC3=C2)=NO1.O=C(O)C(F)(F)F,N=C(N)N1CCC[C@H]1c1nc(-c2ccc3cc(OCC(=O)c4ccc(C(F)(F)F)cc4)ccc3c2)no1
CCN(CC)CCN(CC)C1=CC=C2C=C(C(=N)N)C(=O)OC2=C1.Cl,CCN(CC)CCN(CC)c1ccc2cc(C(=N)N)c(=O)oc2c1
OC(CN1C=CN=C1)(C1=CC=C(F)C=C1)C1=CC=CC=C1C1=CC=NC=C1,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccccc1-c1ccncc1
CN(C1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=CC(C(=O)NC2=CC(Cl)=CN=N2)=C1,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2cc(Cl)cnn2)c1
CC1=CC=C(S(=O)(=O)NC2=CC=C(C3=NN=C(SCC#N)N3C)C=C2)C=C1,Cc1ccc(S(=O)(=O)Nc2ccc(-c3nnc(SCC#N)n3C)cc2)cc1
CCC(CC)O[C@@H]1C=C(C(=O)NCC2=CC=C(C3=CSC=C3)C=C2)C[C@H](N)[C@H]1NC(C)=O,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccsc3)cc2)C[C@H](N)[C@H]1NC(C)=O
CCCN(CCC)[C@H]1COC2=C(C=CC=C2C2=CC=C(OC)C=C2)C1,CCCN(CCC)[C@H]1COc2c(cccc2-c2ccc(OC)cc2)C1
CN1C(C(=O)NC2CCCC2)=NC(C2=CC=C(Cl)C=C2Cl)=C1C1=CC=C(Cl)C=C1,Cn1c(C(=O)NC2CCCC2)nc(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
CCCCN(CC1=CC=CC=C1C1=CC=CC=C1)C1=NC2=C3C(=CC=C2S1)CCCC3,CCCCN(Cc1ccccc1-c1ccccc1)c1nc2c3c(ccc2s1)CCCC3
CN1CCC(OC2=CC(CN3CC[C@H](NC(=O)C4=CC=C(Cl)C(Cl)=C4)C3)=CC=C2I)C1,CN1CCC(Oc2cc(CN3CC[C@H](NC(=O)c4ccc(Cl)c(Cl)c4)C3)ccc2I)C1
COC1=CC(O)=C2C(=O)C=C(C(=O)NCCCCCCN(C)CC3=CC=CC=C3OC)OC2=C1,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3OC)oc2c1
CCCN(CCC)C(=O)C1=CC(C)=CC(C(=O)N[C@@H](CC2=CC(F)=CC(F)=C2)[C@H](O)[C@@H]2NCCNC2=O)=C1,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCNC2=O)c1
N#CC1=CC=CC(NC(=O)NCCCN2CCC(CC3=CC=C(C(F)(F)F)C=C3)CC2)=C1,N#Cc1cccc(NC(=O)NCCCN2CCC(Cc3ccc(C(F)(F)F)cc3)CC2)c1
CC1CCN(C(C2=CC=CC=C2)C2=C(O)N3C(=NC(C4=CC=CO4)=N3)S2)CC1,CC1CCN(C(c2ccccc2)c2sc3nc(-c4ccco4)nn3c2O)CC1
CNC1=CC=CN=C1/C=N/NC(=S)N(C)C.Cl,CNc1cccnc1/C=N/NC(=S)N(C)C
COC1=CC=C(C(=O)NC2=C(C)N(COC3=CC=CC(C(F)(F)F)=C3)N=C2C)C=C1,COc1ccc(C(=O)Nc2c(C)nn(COc3cccc(C(F)(F)F)c3)c2C)cc1
