smiles,Standardized_SMILES
C#CCN1C(=O)C2=C(N=C(/C=C/C3=CC=CC(Cl)=C3)N2)N(CC(C)C)C1=O,C#CCn1c(=O)c2[nH]c(/C=C/c3cccc(Cl)c3)nc2n(CC(C)C)c1=O
CC1=CN=C(C)C(N2CCN(CC3=C(C)OC(C4=CC=C(C)O4)=N3)CC2)=N1,Cc1cnc(C)c(N2CCN(Cc3nc(-c4ccc(C)o4)oc3C)CC2)n1
CC(=O)N[C@@H]1[C@H](O)O[C@@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O,CC(=O)N[C@H]1[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](CO)O[C@H]1O
CCC1=CC=C(NC(=O)N2CCN(C3=CC=C(F)C=C3)CC2)C=C1,CCc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1
NC(CO)(CCC1=CC=C(C2=COC(C3=CC=C(C(F)(F)F)C=C3)=N2)C=C1)COP(=O)(O)O,NC(CO)(CCc1ccc(-c2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1)COP(=O)(O)O
N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)CN(CC1=CC=CC=C1)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)CN(Cc1ccccc1)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O
COC1=CC(C(=O)NCC2=CN=C(OC3=CC=C4C(=C3)CCC(C3=CC=CC=C3)O4)S2)=CC=N1,COc1cc(C(=O)NCc2cnc(Oc3ccc4c(c3)CCC(c3ccccc3)O4)s2)ccn1
C#CCN(C(=O)C1=CC=C(OC)C(OC2CCN(C(C)C)CC2)=C1)C1CCCCC1,C#CCN(C(=O)c1ccc(OC)c(OC2CCN(C(C)C)CC2)c1)C1CCCCC1
O=C1NC=C(SCC2=CC=CC=C2Cl)C=C1O,O=c1[nH]cc(SCc2ccccc2Cl)cc1O
O=C(CN1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1)NC1=CC=C2C(=C1)OCCCO2,O=C(CN1CCN(c2cccc(C(F)(F)F)c2)CC1)Nc1ccc2c(c1)OCCCO2
CC1=NOC(C)=C1C(C1=CC=C(C(C)C)C=C1)N1CC[N+](C)(C)CC1,Cc1noc(C)c1C(c1ccc(C(C)C)cc1)N1CC[N+](C)(C)CC1
O=C(CN1C(=O)SC2=CC=CC=C12)NCCOC1=CC=CC=C1F,O=C(Cn1c(=O)sc2ccccc21)NCCOc1ccccc1F
C/C(N)=C(/C#N)C(=O)COC(=O)C1=CC=C(O)C=C1,C/C(N)=C(/C#N)C(=O)COC(=O)c1ccc(O)cc1
CC(=O)NC1=CC=CC(C2CCN(CCCN3C(C4=CC=C(Br)C=C4)=NC4=CC=CC=C34)CC2)=C1,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(Br)cc4)nc4ccccc43)CC2)c1
CSC1=CC=CC(NC(=O)NC2=CC=CC3=CC=C(O)C=C23)=C1,CSc1cccc(NC(=O)Nc2cccc3ccc(O)cc23)c1
CC(C)CN(CCCCC1=CC=CC=C1)C(=O)C(N)C(=O)NO,CC(C)CN(CCCCc1ccccc1)C(=O)C(N)C(=O)NO
C=C1C(=O)O[C@H]2C3=C(C)C(OC(=O)C4=CC=CN=C4)=CC(C)=C3CC[C@@H]12,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4cccnc4)cc(C)c3CC[C@@H]12
O=[N+]([O-])C1=CC=CC(N/N=C/C2=CC=C(N3CCOCC3)C=C2)=C1,O=[N+]([O-])c1cccc(N/N=C/c2ccc(N3CCOCC3)cc2)c1
CC1=CC([C@H](N)C(F)(F)F)=NC=C1C1=CC=C2C=C(NC(=O)C3C[C@@H]3F)N=CC2=C1,Cc1cc([C@H](N)C(F)(F)F)ncc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1
CC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,CC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
COC1=CC=C2N=C3C=C(Cl)C=CC3=C(NCCCN(CCCNC3=C4C(=NC5=CC(Cl)=CC=C35)C=CC(OC)=C4)CC3=CC=C(Br)O3)C2=C1,COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)Cc3ccc(Br)o3)c2c1
CC(=O)OC1=C(C)C=CC=C1C(=O)NC1=NC=C([N+](=O)[O-])S1,CC(=O)Oc1c(C)cccc1C(=O)Nc1ncc([N+](=O)[O-])s1
CC1=NC=CC2=C1N(CCCCCCN1C3=CC(OC(C)C)=CC=C3C3=CC=NC(C)=C13)C1=CC(OC(C)C)=CC=C21,Cc1nccc2c3ccc(OC(C)C)cc3n(CCCCCCn3c4cc(OC(C)C)ccc4c4ccnc(C)c43)c12
COC1=NC(C2=NN(CC3=CC=CC=C3F)C(C3=NOC=C3)=C2)=NC=C1F,COc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F
CCN(CC)S(=O)(=O)C1=CC=C(C(=O)NCCCNC2=NS(=O)(=O)C3=CC=CC=C23)C=C1,CCN(CC)S(=O)(=O)c1ccc(C(=O)NCCCNC2=NS(=O)(=O)c3ccccc32)cc1
CC1=CC(=O)NC(=O)N1C1C=CC(OC(=O)C2=CC=CC=C2)C1,Cc1cc(=O)[nH]c(=O)n1C1C=CC(OC(=O)c2ccccc2)C1
COCCCNS(=O)(=O)C1=CC=C(OC2=NC=C(C(F)(F)F)C=C2Cl)C=C1,COCCCNS(=O)(=O)c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1
COC1=CC=C(C(CNC(=O)C(C)OC2=CC=C(Br)C=C2)N2CCCC2)C=C1,COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCCC2)cc1
COC1=CC=CC(N2CCN(C(=O)C3=CC([N+](=O)[O-])=CC=C3N3CCOCC3)CC2)=C1,COc1cccc(N2CCN(C(=O)c3cc([N+](=O)[O-])ccc3N3CCOCC3)CC2)c1
O=[N+]([O-])C1=CC=C(OCC2CCN(CC3=CC=C(F)C=C3)CC2)C=C1,O=[N+]([O-])c1ccc(OCC2CCN(Cc3ccc(F)cc3)CC2)cc1
CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCN1CCC2=CC=CC=C2C1)N1C=CN=C(NCC2=NON=C2C)C1=O,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCN1CCc2ccccc2C1)n1ccnc(NCc2nonc2C)c1=O
COC1CN(C(=O)C2=CC=C(C3=CC=C4N=C(C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O)SC4=C3)C=C2)C1,COC1CN(C(=O)c2ccc(-c3ccc4nc(C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O)sc4c3)cc2)C1
CCC(CC)(CN)C(=O)N1CCOC(C)(C)C1,CCC(CC)(CN)C(=O)N1CCOC(C)(C)C1
CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1
COC(=O)C1=C(C)N=C(NC2=CC=CC=C2N2CC3(CCN(CC(C)(C)C)CC3)C3=CC=CC=C23)S1,COC(=O)c1sc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3ccccc32)nc1C
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(CCF)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=CN12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCF)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12
CN(C)CCCCOC1=CC=CC=C1CCC1=CC=CC(Cl)=C1.Cl,CN(C)CCCCOc1ccccc1CCc1cccc(Cl)c1
O=C1OC2=CC(Br)=CC=C2C=C1C1=NC2=CC=CC=C2N1,O=c1oc2cc(Br)ccc2cc1-c1nc2ccccc2[nH]1
CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C=O)CCC(=O)OC(C)(C)C,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C=O)CCC(=O)OC(C)(C)C
CCNC(=O)N(CC)C[C@H]1N[C@@](CC)(C(=O)OC)[C@H]2C(=O)N(CC3=CC=CC=C3)C(=O)[C@@H]12.O=C(O)C(F)(F)F,CCNC(=O)N(CC)C[C@H]1N[C@@](CC)(C(=O)OC)[C@H]2C(=O)N(Cc3ccccc3)C(=O)[C@@H]12
O=C(C(=O)N1CCN(C(=O)C2=CC=CC=C2)CC1)C1=CNC2=C(C3=CSC=C3)C=CC(F)=C12,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3ccsc3)ccc(F)c12
CN(C)C1=CC=CC(OCC2CCN(CC3CC3)CC2)=C1.O,CN(C)c1cccc(OCC2CCN(CC3CC3)CC2)c1
O=C(COC1=CC=C(Cl)C=C1Br)N1CCN(C2=CC=CC=C2)CC1,O=C(COc1ccc(Cl)cc1Br)N1CCN(c2ccccc2)CC1
O=[N+]([O-])[C@H]1[C@H](C2=CC=CC=C2Br)CCN(CC2=CC=CN=C2)[C@@H]1C1=CC=C2NC=NC2=C1,O=[N+]([O-])[C@@H]1[C@@H](c2ccc3[nH]cnc3c2)N(Cc2cccnc2)CC[C@H]1c1ccccc1Br
COC1=CC=CC=C1CNC(=O)C1CCC(CNS(=O)(=O)C2=CC=CS2)CC1,COc1ccccc1CNC(=O)C1CCC(CNS(=O)(=O)c2cccs2)CC1
CNC(=O)CSC1=NC2=CC=C(NC(=O)C3=CC=C(Cl)C=C3)C=C2S1,CNC(=O)CSc1nc2ccc(NC(=O)c3ccc(Cl)cc3)cc2s1
CC(=O)C1=NN(CC(=O)N2[C@H](C(=O)NCC3CCCC(C(F)(F)F)C3)C[C@H]3C[C@@H]23)C2=CN=CC=C12,CC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)NCC2CCCC(C(F)(F)F)C2)c2cnccc12
CC1=CC=CN=C1C1=CC(OC2=CC=C(S(C)(=O)=O)C=C2)=CC(C(=O)NC2=NN(C)C=C2)=C1,Cc1cccnc1-c1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2ccn(C)n2)c1
C1=CSC(C2=NC3=CC=C4NN=CC4=C3C3=C2CCCC3)=C1,c1csc(-c2nc3ccc4[nH]ncc4c3c3c2CCCC3)c1
CC1=NNC=C1C1=CSC(NC2=CC=CC=N2)=N1,Cc1n[nH]cc1-c1csc(Nc2ccccn2)n1
CCCCCCCN1CCC(=O)N([C@H](CO)CC2=CC=CC=C2)CC1,CCCCCCCN1CCC(=O)N([C@H](CO)Cc2ccccc2)CC1
O=C(O)COC1=CC(CC2CCN(CCC3=CC=C4C(=C3)C(=O)C(O)CO4)CC2)=CC=C1Br,O=C(O)COc1cc(CC2CCN(CCc3ccc4c(c3)C(=O)C(O)CO4)CC2)ccc1Br
N#CC1=C(N)OC2=NC=NC(O)=C2C1C1=CC=CS1,N#CC1=C(N)Oc2nc[nH]c(=O)c2C1c1cccs1
O=C1CC[C@](CCN2CC(N3CCC(F)CC3)C2)(C2=CC=C(Cl)C(Cl)=C2)CN1CC1CC1,O=C1CC[C@](CCN2CC(N3CCC(F)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CC1
CC1(C)[C@H](C(=O)N=C(N)N)[C@H]1C1=CC(Cl)=CC=C1Cl,CC1(C)[C@H](C(=O)N=C(N)N)[C@H]1c1cc(Cl)ccc1Cl
CCN1C=NC2=C1C(=O)NC(=O)N2CC1=CC=C(CNS(=O)(=O)C2=CC=CC(C3=CC=CC=C3)=C2)C=C1,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2cccc(-c3ccccc3)c2)cc1
FC1=CC=C(OC2=CC=C(C3=NC(NCCCN4C=CN=C4)=NC4=CC=CC=C34)C=C2)C=C1,Fc1ccc(Oc2ccc(-c3nc(NCCCn4ccnc4)nc4ccccc34)cc2)cc1
CCN(CC)C(=O)C1=CC(Cl)=CC(C)=C1NC(=O)C1CC(C2=CC=C(F)C=C2)=NO1,CCN(CC)C(=O)c1cc(Cl)cc(C)c1NC(=O)C1CC(c2ccc(F)cc2)=NO1
COC1=CC=C(S(=O)(=O)N(CCC2=CC=CC=C2)CC(=O)O)C=C1Cl,COc1ccc(S(=O)(=O)N(CCc2ccccc2)CC(=O)O)cc1Cl
CC1(C)OC(/C=C/C2=CC=CN=C2)=CC1=O,CC1(C)OC(/C=C/c2cccnc2)=CC1=O
CC[C@@H]1C(=O)N(C)C2=CN=C(N3C=CC4=CC(F)=CC=C34)N=C2N1C1CCCC1,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(F)ccc43)nc2N1C1CCCC1
O=C1C2=CC=CC=C2N=C(CCC2=CNC3=CC=CC=C23)N1C1=CC=CC(Br)=C1,O=c1c2ccccc2nc(CCc2c[nH]c3ccccc23)n1-c1cccc(Br)c1
COC1=CC=C(C(=O)NC2=CC(C)=C(NC(=O)C3=CC=CC=N3)C=N2)C=C1,COc1ccc(C(=O)Nc2cc(C)c(NC(=O)c3ccccn3)cn2)cc1
CC1=C(F)C=CC=C1C(=O)NC1=CC=CC=N1,Cc1c(F)cccc1C(=O)Nc1ccccn1
C=C1C(=O)O[C@H]2[C@H]1CC/C(COC(=O)C1=CN(C)C3=CC=CC=C13)=C/CC[C@@]1(C)O[C@@H]21,C=C1C(=O)O[C@H]2[C@H]1CC/C(COC(=O)c1cn(C)c3ccccc13)=C/CC[C@@]1(C)O[C@@H]21
CC1=C(C2=NC3=CC(C(F)(F)F)=CC=C3N2C)C(C2=CC=C(Cl)C(Cl)=C2)N2N=CC=C2N1,CC1=C(c2nc3cc(C(F)(F)F)ccc3n2C)C(c2ccc(Cl)c(Cl)c2)n2nccc2N1
CC1=CC2=C(C=C1C1=CC=C(NCC3=C(F)C=CC=C3Cl)N=C1)OC(F)(F)O2,Cc1cc2c(cc1-c1ccc(NCc3c(F)cccc3Cl)nc1)OC(F)(F)O2
CC(=O)NC(C(=O)NCCCC(NC(=O)C1=CC2=CC=CC=C2N1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N(C)CC1=CC=CC=C1)[C@@H](C)O,CC(=O)NC(C(=O)NCCCC(NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N(C)Cc1ccccc1)[C@@H](C)O
CC1=CC=C(O)C(C(=O)C2=CN=CN=C2)=C1,Cc1ccc(O)c(C(=O)c2cncnc2)c1
OC1=CC=C(O)C(C2CCCCCCC2)=C1,Oc1ccc(O)c(C2CCCCCCC2)c1
CC1=NN2C(=O)C=C(C3=CC=C(OC(C)C)C=C3)NC2=C1CC1=CC=C(Cl)C=C1,Cc1nn2c(=O)cc(-c3ccc(OC(C)C)cc3)[nH]c2c1Cc1ccc(Cl)cc1
C[C@@]12C(=O)N(C3=CC=CC(Br)=C3)C(=O)N1[C@H](C1=CC=C(Cl)C=C1)[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@H]21,C[C@@]12C(=O)N(c3cccc(Br)c3)C(=O)N1[C@H](c1ccc(Cl)cc1)[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@@H]12
CCCCCCSC1=CC(C2=C(NCC3=CC=CC=C3)N3C(=N2)C=CC(C)=C3)=CC=C1OC.O=C(O)C(F)(F)F,CCCCCCSc1cc(-c2nc3ccc(C)cn3c2NCc2ccccc2)ccc1OC
COC1=CC2=C(C=C1OC)C(CC(=O)O)CC2,COc1cc2c(cc1OC)C(CC(=O)O)CC2
CN(C)CCO[C@]1(C2=CC=CC=C2)C[C@H]2CC[C@]1(C)C2(C)C,CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C
CCS(=O)(=O)OC1=CC=C2C(C)=C(C)C(=O)OC2=C1,CCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1
NC1=NC=NC2=C1N=C(SC1=CC3=C(C=C1Br)OCO3)N2CCC1CCN(C(=O)[C@@H]2CCCN2)CC1,Nc1ncnc2c1nc(Sc1cc3c(cc1Br)OCO3)n2CCC1CCN(C(=O)[C@@H]2CCCN2)CC1
CN(C)C1=CC=C(C#CC2=NC=NC(NC3CCCCC3)=C2C2=CC=C(Cl)C=C2)C=C1,CN(C)c1ccc(C#Cc2ncnc(NC3CCCCC3)c2-c2ccc(Cl)cc2)cc1
CC(=O)SCCSP(=O)(OCC1=C(O)C=C(N2C=C(C)C(=O)NC2=O)O1)OC1=C(CO)OC(N2C=C(C)C(=O)NC2=O)=C1,CC(=O)SCCSP(=O)(OCc1oc(-n2cc(C)c(=O)[nH]c2=O)cc1O)Oc1cc(-n2cc(C)c(=O)[nH]c2=O)oc1CO
CCN(C)C(=O)OC1=CC=CC(CCNC(=O)/C=C/C2=CC=C(O)C(OC)=C2)=C1,CCN(C)C(=O)Oc1cccc(CCNC(=O)/C=C/c2ccc(O)c(OC)c2)c1
CC1=NC=C(F)C=C1C1CCCN1C1=NC2=C(C(=O)NC3CCC3)C=NN2C=C1,Cc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC3)c2n1
COC1=CC=C2C=CC=C(CCNC(=O)C3CN(C(=O)C4=CC=NC=C4Cl)C3)C2=C1,COc1ccc2cccc(CCNC(=O)C3CN(C(=O)c4ccncc4Cl)C3)c2c1
CN1CCN(CC2=CC=C(C(=O)NN(C3=NC(C#N)=NC=C3Br)C3CCOCC3)C=C2)CC1,CN1CCN(Cc2ccc(C(=O)NN(c3nc(C#N)ncc3Br)C3CCOCC3)cc2)CC1
CC1=CC=C(OCCOCCN(C)C)C(Cl)=C1.O=C(O)C(=O)O,Cc1ccc(OCCOCCN(C)C)c(Cl)c1
CC1=CC=C2C(NCC3=CC=C(NC(=O)C4CCN(CC5=CC=C(F)C=C5F)CC4)C=C3)=NC(N(C)C)=NC2=C1,Cc1ccc2c(NCc3ccc(NC(=O)C4CCN(Cc5ccc(F)cc5F)CC4)cc3)nc(N(C)C)nc2c1
O=C(O)CCN1C=C(C2=CC=C3C(=C2)C(O)(C(F)(F)F)C2=CC=CC(CO)=C32)C=N1,O=C(O)CCn1cc(-c2ccc3c(c2)C(O)(C(F)(F)F)c2cccc(CO)c2-3)cn1
CCOCCCNC(=O)C1CCN(S(=O)(=O)N2CCCC2)CC1,CCOCCCNC(=O)C1CCN(S(=O)(=O)N2CCCC2)CC1
CC(=O)/C=C/[C@H](CCC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)N1CCOCC1,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1
O=C(O)C1=CC=C(NC(=O)C2=CC3=CC(Br)=CC(Br)=C3OC2=O)C=C1,O=C(O)c1ccc(NC(=O)c2cc3cc(Br)cc(Br)c3oc2=O)cc1
CC1=NC2=CC(C3=CC=CS3)=NN2C(NCC(C)(C)CN(C)C)=C1C,Cc1nc2cc(-c3cccs3)nn2c(NCC(C)(C)CN(C)C)c1C
CC(C)C[C@H]1CNC(=S)N1C[C@H]1CCCN1C[C@H](CC1=CC=C(O)C=C1)N1C[C@H](CC2=CC=CC=C2)N(CCC2=CC=CC=C2)C1=S,CC(C)C[C@H]1CNC(=S)N1C[C@H]1CCCN1C[C@H](Cc1ccc(O)cc1)N1C[C@H](Cc2ccccc2)N(CCc2ccccc2)C1=S
CN(C)CCCN1CCCC2=CC(NC(=N)C3=CC=CS3)=CC=C12,CN(C)CCCN1CCCc2cc(NC(=N)c3cccs3)ccc21
CCCCC1=CN(CC/N=C2\C[C@H]3CC[C@]2(C)C3(C)C)N=N1,CCCCc1cn(CC/N=C2\C[C@H]3CC[C@]2(C)C3(C)C)nn1
COC1=CC=CC([C@H]2OC3=CC(O)=CC(O)=C3C(=O)[C@@H]2O)=C1,COc1cccc([C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O)c1
CCOCCC(=O)N1CCC2(CCNCC2CO)CC1,CCOCCC(=O)N1CCC2(CCNCC2CO)CC1
OC1=CC=C(CC2=NN=C3C=CC(C4=CC=CC=C4)=CN23)C=C1,Oc1ccc(Cc2nnc3ccc(-c4ccccc4)cn23)cc1
COC1=CC(OCC2=C(C)SC(C3=CC=NC(F)=C3)=N2)=C2C=C(C3=CN4N=C(C)C=CC4=N3)OC2=C1,COc1cc(OCc2nc(-c3ccnc(F)c3)sc2C)c2cc(-c3cn4nc(C)ccc4n3)oc2c1
CCC(=O)NN1C=NC2=C(C1=O)C1(CCCCC1)CC1=CC=CC=C21,CCC(=O)Nn1cnc2c(c1=O)C1(CCCCC1)Cc1ccccc1-2
CCNC(=O)C1=CC=CC(NC(=O)CCC(=O)C2=CC(C)=CC=C2C)=C1,CCNC(=O)c1cccc(NC(=O)CCC(=O)c2cc(C)ccc2C)c1
C/C(=C1/CCOC1=O)[C@@H](O)[C@@H]1OCC[C@@H](O)[C@H]1O,C/C(=C1/CCOC1=O)[C@@H](O)[C@@H]1OCC[C@@H](O)[C@H]1O
COC1=CC=C(OC)C(CNC2=NC=C(C3=CC=C(F)C=C3)N2C)=C1,COc1ccc(OC)c(CNc2ncc(-c3ccc(F)cc3)n2C)c1
CC[C@@]1(O)CCN(C(=O)C2=CC=CN=C2OC)C[C@H]1O,CC[C@@]1(O)CCN(C(=O)c2cccnc2OC)C[C@H]1O
O=C(OC[C@]1(C2=CC=CC=C2)CC[C@H](N2CCC(C3=CC=C(F)C=C3)CC2)CC1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,O=C(OC[C@]1(c2ccccc2)CC[C@H](N2CCC(c3ccc(F)cc3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
C1=CC=C(NCCNC2=NC3=C(C4=CC=C5C=CC=CC5=C4)C=NN3C=C2)C=C1,c1ccc(NCCNc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)cc1
CCN1SC2=CC=CC=C2C1=O,CCn1sc2ccccc2c1=O
N#CC1=CC=C(C(=O)N2CCC3(CC2)N=C(N)C2=C(F)C=CC(F)=C2N3)C=N1,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1
OC(CCCN1CCC2=C(C3=CC(F)=CC=C3N2C2=CC=C(F)C=C2)C1)C1=CC=CC(C(F)(F)F)=C1,OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1cccc(C(F)(F)F)c1
C=C1C(C)CO[C@@]12C[C@@H](C)[C@H]1[C@H](C[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]13C)O2,C=C1C(C)CO[C@@]12C[C@@H](C)[C@H]1[C@H](C[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]13C)O2
NCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,NCCCN1c2ccccc2CCc2ccccc21
C/C(=N\NC(=O)C1=CC=CC(S(=O)(=O)N2CCOCC2)=C1)C1=CC=C(OC(F)F)C=C1,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(OC(F)F)cc1
CC1=CC=C(CC2=NN(CC(=O)N/N=C/C3=CC=CN3)C(=O)N2CCC2=CNC3=CC=CC=C23)C=C1,Cc1ccc(Cc2nn(CC(=O)N/N=C/c3ccc[nH]3)c(=O)n2CCc2c[nH]c3ccccc23)cc1
CCCCCCC(=O)NC1=C2C(=NC3=CC=CC=C13)N(C)CC2,CCCCCCC(=O)Nc1c2c(nc3ccccc13)N(C)CC2
CC(CN1C=CC=N1)N1C=NC2=CC=CC(F)=C2C1=O,CC(Cn1cccn1)n1cnc2cccc(F)c2c1=O
O=C(N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(Br)C=CS1,O=C(N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1sccc1Br
COC1=CC=CC=C1NS(=O)(=O)C1=CC=C(N/N=C/C=C/C2=CC=CC=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,COc1ccccc1NS(=O)(=O)c1ccc(N/N=C/C=C/c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1
COC1=CC(C2=NNC=C2C2=CC=C(OCC3=CC=CC=C3)C=C2)=CC(OC)=C1OC,COc1cc(-c2n[nH]cc2-c2ccc(OCc3ccccc3)cc2)cc(OC)c1OC
CCCCCCOC(=O)NC1=CC=C(NCC2=CC=C(F)C=C2)N=C1N,CCCCCCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
CCN(CC)CC.NC1=NC(=O)N(C2C=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)C=C1F,Nc1nc(=O)n(C2C=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2)cc1F
CCOC(=O)C1CC(=O)C=C(OC(=O)C2CC2)C1,CCOC(=O)C1CC(=O)C=C(OC(=O)C2CC2)C1
COC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(N5C=CN=C5)[C@@]4(C)CC[C@H]23)C1,COC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(n4ccnc4)=CC[C@@H]32)C1
N[C@H](CC1=CC(Cl)=C(Cl)C(C2=CN=CC(O)=C2)=C1)C(=O)O,N[C@H](Cc1cc(Cl)c(Cl)c(-c2cncc(O)c2)c1)C(=O)O
CCC(C)(NCC(=O)NC(=O)NC)C1=NC=CS1,CCC(C)(NCC(=O)NC(=O)NC)c1nccs1
CCN(CC)CCOC1=CC2=C(C=CC(=O)O2)C=C1OC,CCN(CC)CCOc1cc2oc(=O)ccc2cc1OC
CC1=NN(C(C)C(=O)N2CCC3=CC=CC=C23)C(C)=C1[N+](=O)[O-],Cc1nn(C(C)C(=O)N2CCc3ccccc32)c(C)c1[N+](=O)[O-]
C=C1C(=O)OCC1C(O)C1=CN(CC2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)c(Cl)c2)c2ccccc12
CN(C)C1=NC2=CC(N3C=NC4=C(SC(C5=CC=C(Cl)C=C5)=C4)C3=O)=CC=C2N1C,CN(C)c1nc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2n1C
N#[N+]C1=CC=CC(S(=O)(=O)[O-])=C1,N#[N+]c1cccc(S(=O)(=O)[O-])c1
CC1=C(C(=O)NC2=CC=CC=C2)C2(CCCCC2)C(C#N)=C(SCC(N)=O)N1,CC1=C(C(=O)Nc2ccccc2)C2(CCCCC2)C(C#N)=C(SCC(N)=O)N1
NC1=NC=C(C2=CC([C@@H]3[C@H]4CN(C5COC5)C[C@@H]34)=NC(N3CC4CC3C4)=N2)C=N1,Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)nc(N3CC4CC3C4)n2)cn1
